team_id,team_url,fifa_version,fifa_update,update_as_of,team_name,league_id,league_name,league_level,nationality_id,nationality_name,overall,attack,midfield,defence,coach_id,home_stadium,rival_team,international_prestige,domestic_prestige,transfer_budget_eur,club_worth_eur,starting_xi_average_age,whole_team_average_age,captain,short_free_kick,long_free_kick,left_short_free_kick,right_short_free_kick,penalties,left_corner,right_corner,def_style,def_team_width,def_team_depth,def_defence_pressure,def_defence_aggression,def_defence_width,def_defence_defender_line,off_style,off_build_up_play,off_chance_creation,off_team_width,off_players_in_box,off_corners,off_free_kicks,build_up_play_speed,build_up_play_dribbling,build_up_play_passing,build_up_play_positioning,chance_creation_passing,chance_creation_crossing,chance_creation_shooting,chance_creation_positioning
1807,/team/1807/sheffield-wednesday/240002,24,2,2023-09-22,Sheffield Wednesday,14,Championship,2,14,England,68,68,69,67,106189,Ivy Lane,1794,1,2.0,,10500000.0,28.36,26.47,183540,183540,183540,219216,183540,183540.0,219216.0,183540.0,Press after possession loss,61,51,,,,,,Balanced,Balanced,81,4,3,3,,,,,,,,
1816,/team/1816/amiens-sc/240002,24,2,2023-09-22,Amiens SC,17,Ligue 2,2,18,France,68,67,68,65,95070,Stadion Neder,65,1,4.0,,26000000.0,26.91,25.0,176994,186197,186197,186197,186197,186197.0,186197.0,186197.0,Balanced,71,37,,,,,,Fast build up,Forward runs,61,3,3,3,,,,,,,,
1847,/team/1847/ascoli/240002,24,2,2023-09-22,Ascoli,32,Serie B,2,27,Italy,68,67,67,68,130460,Arena d'Oro,206,1,7.0,,15000000.0,26.73,25.86,203888,243527,243527,243527,243527,254824.0,243527.0,243527.0,Balanced,61,41,,,,,,Balanced,Balanced,51,3,3,3,,,,,,,,
1871,/team/1871/legia-warszawa/240002,24,2,2023-09-22,Legia Warszawa,66,Ekstraklasa,1,37,Poland,68,68,69,67,896549,Waldstadion (Fussballstadion),873,4,10.0,,15000000.0,27.73,25.79,177790,199739,199739,199739,199739,199739.0,199739.0,199739.0,Press after possession loss,51,71,,,,,,Balanced,Balanced,71,5,3,3,,,,,,,,
1888,/team/1888/gil-vicente/240002,24,2,2023-09-22,Gil Vicente,308,Liga Portugal,1,38,Portugal,68,66,69,66,1552838,Court Lane,112809,1,4.0,,7000000.0,25.73,23.97,18115,257899,257899,257899,257899,264427.0,225696.0,225696.0,Balanced,41,51,,,,,,Fast build up,Forward runs,71,4,3,3,,,,,,,,
1900,/team/1900/moreirense/240002,24,2,2023-09-22,Moreirense FC,308,Liga Portugal,1,38,Portugal,68,68,68,68,1552520,_Longville Stadium,1887,1,4.0,,7300000.0,25.45,24.23,246093,213705,246093,213705,213705,246093.0,213705.0,213705.0,Balanced,51,41,,,,,,Long ball,Direct passing,61,3,3,3,,,,,,,,
1909,/team/1909/vitesse/240002,24,2,2023-09-22,Vitesse,10,Eredivisie,1,34,Netherlands,68,67,69,67,23029,Stade Municipal,1910,2,5.0,,37600000.0,25.55,22.96,199767,199767,199767,199767,199767,199767.0,199767.0,199767.0,Balanced,61,51,,,,,,Balanced,Balanced,61,4,3,3,,,,,,,,
1939,/team/1939/huddersfield-town/240002,24,2,2023-09-22,Huddersfield Town,14,Championship,2,14,England,68,68,66,67,384,Kirklees Stadium,8,1,3.0,,43000000.0,26.73,25.15,183546,251690,251690,251690,251690,233565.0,251690.0,251690.0,Balanced,61,61,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
8001,/team/8001/rwdm/240002,24,2,2023-09-22,RWDM,4,Jupiler Pro League,1,7,Belgium,68,69,66,67,60374,Crown Lane,229,1,4.0,,11000000.0,27.45,24.71,208214,204320,204320,204320,204320,245652.0,204320.0,204320.0,Balanced,51,61,,,,,,Fast build up,Forward runs,41,4,3,3,,,,,,,,
100081,/team/100081/kortrijk/240002,24,2,2023-09-22,KV Kortrijk,4,Jupiler Pro League,1,7,Belgium,68,70,67,66,37575018,Court Lane,674,2,4.0,,27000000.0,24.73,24.54,264201,203633,262024,203633,264201,219988.0,264201.0,264201.0,Balanced,51,41,,,,,,Balanced,Balanced,51,3,3,3,,,,,,,,
100761,/team/100761/fcsb/240002,24,2,2023-09-22,FCSB,330,Liga 1,1,39,Romania,68,70,69,68,126283,Waldstadion (Fussballstadion),310,4,10.0,,13000000.0,26.91,25.42,247972,247972,247972,247972,247972,262447.0,238274.0,238274.0,Balanced,51,51,,,,,,Fast build up,Forward runs,51,5,3,3,,,,,,,,
100888,/team/100888/leganes/240002,24,2,2023-09-22,CD Leganés,54,La Liga 2,2,45,Spain,68,69,68,69,526440,Municipal de Butarque,1860,1,7.0,,10800000.0,28.09,25.44,221652,229361,229361,229361,229361,241463.0,229361.0,229361.0,Balanced,51,61,,,,,,Balanced,Balanced,51,3,3,3,,,,,,,,
101084,/team/101084/gimnasia-la-plata/240002,24,2,2023-09-22,Gimnasia La Plata,353,Liga Profesional,1,52,Argentina,68,69,68,68,896665,Arena del Centenario (Estadio del Pueblo),101083,1,2.0,,10000000.0,26.0,24.61,240640,210950,210950,210950,210950,232729.0,210950.0,210950.0,Balanced,51,51,,,,,,Fast build up,Forward runs,61,5,3,3,,,,,,,,
101112,/team/101112/vancouver-whitecaps/240002,24,2,2023-09-22,Vancouver Whitecaps,39,Major League Soccer,1,70,Canada,68,70,68,68,37590075,BC Place Stadium,111144,2,4.0,,193500000.0,25.64,24.32,208919,208919,208919,208919,208919,208919.0,208919.0,208919.0,Pressure on heavy touch,31,37,,,,,,Fast build up,Forward runs,51,3,3,3,,,,,,,,
110588,/team/110588/magdeburg/240002,24,2,2023-09-22,1. FC Magdeburg,20,2. Bundesliga,2,21,Germany,68,68,68,68,2206526,Stadion Neder,110482,1,2.0,,9600000.0,26.18,24.93,234860,233520,233520,233520,233520,233520.0,233520.0,233520.0,Balanced,61,71,,,,,,Slow build up,Possession,71,8,3,3,,,,,,,,
110724,/team/110724/mechelen/240002,24,2,2023-09-22,Mechelen,4,Jupiler Pro League,1,7,Belgium,68,67,69,68,4665,Stadion Europa (Generic Europe 2),100087,4,5.0,,33000000.0,26.27,23.81,205369,205369,205369,205369,205369,205369.0,205369.0,205369.0,Balanced,61,41,,,,,,Balanced,Balanced,61,4,3,3,,,,,,,,
110746,/team/110746/pogon-szczecin/240002,24,2,2023-09-22,Pogoń Szczecin,66,Ekstraklasa,1,37,Poland,68,68,67,67,460391,Stadion Neder,110747,3,7.0,,7900000.0,27.27,26.04,177922,177922,199215,177922,177922,177922.0,177922.0,177922.0,Pressure on heavy touch,51,61,,,,,,Slow build up,Possession,81,6,3,3,,,,,,,,
111334,/team/111334/melgar/240002,24,2,2023-09-22,Melgar,2020,Primera Division,1,59,Peru,68,69,68,68,468645,El Monumento (Estadio Latino),111011,4,8.0,,22800000.0,27.64,25.5,237031,212747,215074,212747,212747,237031.0,212747.0,212747.0,Press after possession loss,51,51,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
111527,/team/111527/qatar/240002,24,2,2023-09-22,Qatar,78,Friendly International,,182,Qatar,68,68,69,68,474615,Stadion Hanguk,111111,3,,,,28.73,27.81,180561,268782,215911,268782,268782,180561.0,234051.0,215911.0,Balanced,51,71,,,,,,Long ball,Direct passing,41,4,3,3,,,,,,,,
111539,/team/111539/vizela/240002,24,2,2023-09-22,FC Vizela,308,Liga Portugal,1,38,Portugal,68,67,69,69,37600730,_Longville Stadium,112513,1,2.0,,5600000.0,25.0,24.42,223302,223302,223302,223302,223302,223302.0,223302.0,223302.0,Balanced,51,61,,,,,,Slow build up,Possession,61,3,3,3,,,,,,,,
111651,/team/111651/toronto/240002,24,2,2023-09-22,Toronto,39,Major League Soccer,1,70,Canada,68,73,67,65,9054,Crown Lane,111139,4,7.0,,350000000.0,27.55,25.93,155887,198219,212404,198219,198219,212404.0,212404.0,198219.0,Balanced,51,51,,,,,,Balanced,Balanced,61,3,3,3,,,,,,,,
111716,/team/111716/union-santa-fe/240002,24,2,2023-09-22,Unión Santa Fe,353,Liga Profesional,1,52,Argentina,68,67,68,68,212873,Estadio Nacional (El Medio),110406,1,3.0,,11000000.0,24.0,23.29,211272,259789,259789,259789,259789,253908.0,259789.0,259789.0,Balanced,61,61,,,,,,Balanced,Balanced,61,3,3,3,,,,,,,,
111724,/team/111724/shandong-taishan/240002,24,2,2023-09-22,Shandong Taishan,2012,Super League,1,155,China PR,68,73,67,68,1452433,Stadion Hanguk,111768,3,9.0,,10500000.0,30.55,28.79,176944,195412,195412,195412,195412,176944.0,211108.0,211108.0,Balanced,51,51,,,,,,Balanced,Balanced,51,6,3,3,,,,,,,,
112408,/team/112408/al-wahda/240002,24,2,2023-09-22,Al Wahda,350,Pro League,1,183,Saudi Arabia,68,74,68,67,455743,Stade Kokoto (Generic Africa 2),607,3,5.0,,15200000.0,30.27,27.97,210028,205083,205083,205083,205083,205083.0,205083.0,205083.0,Balanced,51,51,,,,,,Fast build up,Forward runs,71,3,3,3,,,,,,,,
112540,/team/112540/shanghai-port/240002,24,2,2023-09-22,Shanghai Port,2012,Super League,1,155,China PR,68,69,69,68,37675694,Stadion Olympik,110955,5,9.0,,22900000.0,31.36,28.68,188152,188152,188152,188152,188152,221445.0,188152.0,188152.0,Press after possession loss,51,71,,,,,,Slow build up,Possession,61,5,3,3,,,,,,,,
112578,/team/112578/rionegro-aguilas/240002,24,2,2023-09-22,Rionegro Águilas,336,Liga BetPlay,1,56,Colombia,68,68,69,69,531488,Arena del Centenario (Estadio del Pueblo),101100,1,5.0,,19000000.0,26.45,24.55,245781,226228,226228,226228,226228,199964.0,226228.0,226228.0,Balanced,61,41,,,,,,Fast build up,Forward runs,71,3,3,3,,,,,,,,
112713,/team/112713/sarmiento/240002,24,2,2023-09-22,Sarmiento,353,Liga Profesional,1,52,Argentina,68,69,65,69,37709521,Arena d'Oro,112689,1,1.0,,5000000.0,29.64,27.61,142707,215162,215162,215162,215162,142707.0,223240.0,269132.0,Pressure on heavy touch,51,51,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
113018,/team/113018/saint-louis-city/240002,24,2,2023-09-22,Saint Louis City,39,Major League Soccer,1,95,United States,68,71,69,67,30333,Stadion Neder,696,1,2.0,,185000000.0,26.27,24.66,189117,238072,238072,238072,238072,238072.0,238072.0,238072.0,Press after possession loss,61,71,,,,,,Fast build up,Forward runs,51,5,3,3,,,,,,,,
113044,/team/113044/barracas-central/240002,24,2,2023-09-22,Barracas Central,353,Liga Profesional,1,52,Argentina,68,69,69,68,470859,_Longville Stadium,111711,1,1.0,,6000000.0,26.36,26.14,266867,266867,266867,266867,266867,266867.0,266867.0,266867.0,Pressure on heavy touch,61,41,,,,,,Balanced,Balanced,61,5,3,3,,,,,,,,
113057,/team/113057/al-fayha/240002,24,2,2023-09-22,Al Fayha,350,Pro League,1,183,Saudi Arabia,68,72,69,65,1552604,Stade Kokoto (Generic Africa 2),112392,2,4.0,,13100000.0,29.91,27.59,238902,230850,230850,230850,230850,241771.0,241771.0,241771.0,Balanced,41,41,,,,,,Balanced,Balanced,51,4,3,3,,,,,,,,
113142,/team/113142/alanyaspor/240002,24,2,2023-09-22,Alanyaspor,68,Super Lig,1,48,Turkey,68,69,70,66,199825,Stadion Neder,741,1,2.0,,36100000.0,26.91,25.39,234870,229406,229406,229406,229406,234870.0,229406.0,229406.0,Balanced,51,51,,,,,,Slow build up,Possession,61,6,3,3,,,,,,,,
113217,/team/113217/damac/240002,24,2,2023-09-22,Damac,350,Pro League,1,183,Saudi Arabia,68,67,71,65,456580,Stade Kokoto (Generic Africa 2),113058,1,3.0,,11900000.0,30.45,27.87,254895,216351,216351,216351,216351,220306.0,216351.0,216351.0,Balanced,41,41,,,,,,Balanced,Balanced,51,3,3,3,,,,,,,,
114161,/team/114161/austin/240002,24,2,2023-09-22,Austin FC,39,Major League Soccer,1,95,United States,68,68,70,65,261512,Molton Road (Sheldon Stadium),698,1,4.0,,200000000.0,28.36,26.62,221125,215259,215259,215259,215259,221125.0,215259.0,215259.0,Balanced,71,81,,,,,,Slow build up,Possession,81,5,3,3,,,,,,,,
114554,/team/114554/fc-andorra/240002,24,2,2023-09-22,FC Andorra,54,La Liga 2,2,45,Spain,68,65,67,67,10293491,Town Park,110062,1,1.0,,2500000.0,25.0,24.1,204887,204887,204887,204887,204887,254507.0,204887.0,204887.0,Balanced,61,41,,,,,,Slow build up,Possession,51,3,3,3,,,,,,,,
114640,/team/114640/charlotte/240002,24,2,2023-09-22,Charlotte,39,Major League Soccer,1,95,United States,68,73,69,67,37639917,Stadio Classico,112885,1,2.0,,190000000.0,28.27,25.83,189280,189280,189280,189280,189280,224301.0,189280.0,189280.0,Balanced,41,41,,,,,,Fast build up,Forward runs,51,4,3,3,,,,,,,,
116361,/team/116361/wuhan-three-towns/240002,24,2,2023-09-22,Wuhan Three Towns,2012,Super League,1,155,China PR,68,74,67,68,37694861,Euro Arena,111724,1,3.0,,17000000.0,28.91,27.61,237135,237135,237135,237135,237135,238224.0,222350.0,222350.0,Balanced,51,51,,,,,,Balanced,Balanced,51,3,3,3,,,,,,,,
131110,/team/131110/eldense/240002,24,2,2023-09-22,CD Eldense,54,La Liga 2,2,45,Spain,68,68,66,67,2823359,Town Park,468,1,1.0,,1700000.0,28.27,26.64,276085,199829,199829,199829,199829,225018.0,199829.0,199829.0,Balanced,61,51,,,,,,Slow build up,Possession,61,3,3,3,,,,,,,,
62,/team/62/guingamp/240002,24,2,2023-09-22,EA Guingamp,17,Ligue 2,2,18,France,67,67,66,66,94341,Court Lane,378,1,6.0,,40000000.0,25.64,25.66,212735,225174,225174,225174,225174,213839.0,225174.0,225174.0,Balanced,51,61,,,,,,Fast build up,Forward runs,61,3,3,3,,,,,,,,
77,/team/77/aberdeen/240002,24,2,2023-09-22,Aberdeen,50,Premiership,1,42,Scotland,67,70,66,66,2508,Ivy Lane,86,3,8.0,,8500000.0,26.55,24.07,200302,252134,252134,252134,270611,269953.0,252134.0,252134.0,Balanced,61,51,,,,,,Balanced,Balanced,71,5,3,3,,,,,,,,
81,/team/81/hibernian/240002,24,2,2023-09-22,Hibernian,50,Premiership,1,42,Scotland,67,66,68,65,5125,Ivy Lane,80,2,7.0,,8000000.0,28.0,25.56,189110,202771,202771,202771,202771,211221.0,240603.0,202771.0,Balanced,51,61,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
91,/team/91/derby-county/240002,24,2,2023-09-22,Derby County,60,League One,3,14,England,67,66,66,67,3311,Molton Road (Sheldon Stadium),14,1,10.0,,10000000.0,29.45,26.04,193849,193849,193849,193849,193849,193849.0,193849.0,193849.0,Balanced,51,51,,,,,,Fast build up,Forward runs,71,5,3,3,,,,,,,,
298,/team/298/rosenborg/240002,24,2,2023-09-22,Rosenborg,41,Eliteserien,1,36,Norway,67,66,67,66,456524,Forest Park Stadium (Square Ground),417,3,9.0,,20500000.0,24.73,24.17,230836,241726,241726,244724,241726,260567.0,244724.0,241726.0,Balanced,61,71,,,,,,Balanced,Balanced,71,4,3,3,,,,,,,,
300,/team/300/viking/240002,24,2,2023-09-22,Viking,41,Eliteserien,1,36,Norway,67,69,65,66,153005,Molton Road (Sheldon Stadium),1463,1,6.0,,10200000.0,24.73,24.11,205214,205214,205214,205214,205214,205214.0,205214.0,205214.0,Press after possession loss,51,51,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
308,/team/308/universitatea-craiova/240002,24,2,2023-09-22,Universitatea Craiova,330,Liga 1,1,39,Romania,67,68,68,65,460024,Sanderson Park (FIFA 13 NEW generic),115716,3,9.0,,7000000.0,25.27,24.67,231726,229804,243000,231726,229804,231726.0,243000.0,243000.0,Balanced,61,51,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
433,/team/433/aik/240002,24,2,2023-09-22,AIK,56,Allsvenskan,1,46,Sweden,67,65,64,67,184993,Waldstadion (Fussballstadion),710,2,9.0,,25300000.0,26.91,25.78,202605,219951,219951,219951,219951,219951.0,219951.0,219951.0,Balanced,51,51,,,,,,Balanced,Balanced,61,4,3,3,,,,,,,,
487,/team/487/osnabruck/240002,24,2,2023-09-22,VfL Osnabrück,20,2. Bundesliga,2,21,Germany,67,66,68,66,35472,Court Lane,531,1,1.0,,8400000.0,26.18,24.93,250993,263089,263089,263089,263089,250763.0,263089.0,263089.0,Balanced,41,61,,,,,,Long ball,Direct passing,61,7,3,3,,,,,,,,
570,/team/570/ternana/240002,24,2,2023-09-22,Ternana,32,Serie B,2,27,Italy,67,70,65,68,1553030,Stadion 23. Maj,1847,1,5.0,,13500000.0,26.36,25.52,220084,220084,220084,220084,220084,220084.0,220084.0,220084.0,Press after possession loss,41,61,,,,,,Slow build up,Possession,61,3,3,3,,,,,,,,
894,/team/894/zurich/240002,24,2,2023-09-22,Zürich,189,Super League,1,47,Switzerland,67,66,69,67,37663443,Euro Arena,322,3,6.0,,24700000.0,26.09,24.74,204842,245586,245586,245586,233735,233735.0,233735.0,233735.0,Balanced,61,51,,,,,,Slow build up,Possession,81,4,3,3,,,,,,,,
897,/team/897/luzern/240002,24,2,2023-09-22,FC Luzern,189,Super League,1,47,Switzerland,67,64,70,66,127536,Molton Road (Sheldon Stadium),898,3,6.0,,34000000.0,24.18,23.63,257186,231077,231077,231077,231077,212150.0,231077.0,231077.0,Pressure on heavy touch,51,51,,,,,,Balanced,Balanced,61,4,3,3,,,,,,,,
982,/team/982/seoul/240002,24,2,2023-09-22,Seoul,83,K League 1,1,167,Korea Republic,67,60,68,67,37523318,Sanderson Park (FIFA 13 NEW generic),983,6,7.0,,20300000.0,26.45,27.21,193847,180283,180283,180283,180283,244582.0,238097.0,244582.0,Press after possession loss,51,61,,,,,,Fast build up,Forward runs,51,8,3,3,,,,,,,,
1474,/team/1474/pohang-steelers/240002,24,2,2023-09-22,Pohang Steelers,83,K League 1,1,167,Korea Republic,67,71,67,69,319508,Stadion Hanguk,1473,5,7.0,,10300000.0,27.55,26.71,212791,207730,207730,207730,207730,268313.0,207730.0,207730.0,Balanced,41,51,,,,,,Balanced,Balanced,61,3,3,3,,,,,,,,
1478,/team/1478/jeju-united/240002,24,2,2023-09-22,Jeju United,83,K League 1,1,167,Korea Republic,67,67,64,67,942499,Estadio de las Artes (Generic Stadium NG),982,2,7.0,,11700000.0,28.55,27.25,212439,211786,211786,211786,211786,211786.0,211786.0,211786.0,Pressure on heavy touch,41,51,,,,,,Fast build up,Forward runs,51,3,3,3,,,,,,,,
1744,/team/1744/modena/240002,24,2,2023-09-22,Modena,32,Serie B,2,27,Italy,67,67,67,68,127755,Crown Lane,189,1,5.0,,16500000.0,28.27,25.26,268923,200930,225428,200930,200930,200930.0,200930.0,200930.0,Balanced,61,51,,,,,,Slow build up,Possession,61,3,3,3,,,,,,,,
1750,/team/1750/cercle-brugge/240002,24,2,2023-09-22,Cercle Brugge,4,Jupiler Pro League,1,7,Belgium,67,68,65,66,26328630,Waldstadion (Fussballstadion),231,2,4.0,,35000000.0,23.09,22.6,201438,259586,259586,259586,259586,237254.0,259586.0,259586.0,Press after possession loss,31,51,,,,,,Fast build up,Forward runs,61,6,3,3,,,,,,,,
1786,/team/1786/randers/240002,24,2,2023-09-22,Randers,1,Superliga,1,13,Denmark,67,66,64,66,12036309,Court Lane,271,1,5.0,,10500000.0,25.0,24.63,180174,255464,255464,255464,180174,241659.0,180174.0,180174.0,Balanced,61,51,,,,,,Balanced,Balanced,61,3,3,3,,,,,,,,
1797,/team/1797/rotherham-united/240002,24,2,2023-09-22,Rotherham United,14,Championship,2,14,England,67,67,68,65,2733,Molton Road (Sheldon Stadium),1807,1,1.0,,4700000.0,25.91,25.85,235496,218623,218623,218623,218623,218623.0,218623.0,218623.0,Balanced,41,41,,,,,,Long ball,Direct passing,61,3,3,3,,,,,,,,
1805,/team/1805/grenoble-foot-38/240002,24,2,2023-09-22,Grenoble Foot 38,17,Ligue 2,2,18,France,67,65,67,67,94233,Stadion Neder,66,1,3.0,,20000000.0,25.73,25.28,196316,224590,224590,224590,224590,224590.0,224590.0,224590.0,Balanced,51,51,,,,,,Fast build up,Forward runs,61,3,3,3,,,,,,,,
1814,/team/1814/laval/240002,24,2,2023-09-22,Laval,17,Ligue 2,2,18,France,67,67,67,66,456483,Town Park,1530,1,2.0,,18000000.0,29.0,26.9,208865,208865,208865,208865,208865,240133.0,254996.0,254996.0,Balanced,51,41,,,,,,Fast build up,Forward runs,61,3,3,3,,,,,,,,
1862,/team/1862/lausanne-sport/240002,24,2,2023-09-22,Lausanne Sport,189,Super League,1,47,Switzerland,67,67,68,65,29608,Stadion Neder,115201,2,6.0,,15000000.0,24.82,25.69,218887,218887,218887,218887,218887,218887.0,218887.0,218887.0,Balanced,61,41,,,,,,Fast build up,Forward runs,61,3,3,3,,,,,,,,
1929,/team/1929/plymouth-argyle/240002,24,2,2023-09-22,Plymouth Argyle,14,Championship,2,14,England,67,67,67,67,7101,Molton Road (Sheldon Stadium),143,1,1.0,,4400000.0,24.27,23.32,192231,252796,243353,252796,252796,226084.0,252796.0,252796.0,Balanced,61,41,,,,,,Balanced,Balanced,51,6,3,3,,,,,,,,
10032,/team/10032/lugano/240002,24,2,2023-09-22,Lugano,189,Super League,1,47,Switzerland,67,69,69,64,198883,Euro Park,900,2,4.0,,28500000.0,25.91,24.39,229845,210537,229845,229845,210537,240317.0,229845.0,229845.0,Pressure on heavy touch,51,51,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
100634,/team/100634/heracles-almelo/240002,24,2,2023-09-22,Heracles Almelo,10,Eredivisie,1,34,Netherlands,67,67,66,66,2510291,Stadion Neder,1908,1,3.0,,25500000.0,26.55,23.43,231823,222165,222165,222165,222165,223370.0,224859.0,224859.0,Balanced,51,61,,,,,,Balanced,Balanced,51,4,3,3,,,,,,,,
100646,/team/100646/sparta-rotterdam/240002,24,2,2023-09-22,Sparta Rotterdam,10,Eredivisie,1,34,Netherlands,67,67,68,66,1552387,Stadion Neder,246,1,4.0,,26300000.0,25.82,23.77,216193,177569,177569,177569,177569,242531.0,276712.0,276712.0,Balanced,41,51,,,,,,Fast build up,Forward runs,51,5,3,3,,,,,,,,
100831,/team/100831/alcorcon/240002,24,2,2023-09-22,AD Alcorcón,54,La Liga 2,2,45,Spain,67,69,67,67,896662,Town Park,480,1,5.0,,2500000.0,29.82,26.84,176693,193421,193421,193421,193421,224116.0,193421.0,193421.0,Balanced,61,41,,,,,,Balanced,Balanced,51,3,3,3,,,,,,,,
101028,/team/101028/hatayspor/240002,24,2,2023-09-22,Hatayspor,68,Super Lig,1,48,Turkey,67,69,67,67,200291,Molton Road (Sheldon Stadium),110776,1,1.0,,20600000.0,26.36,25.24,199683,229176,229176,232090,229176,215965.0,229176.0,229176.0,Balanced,51,51,,,,,,Fast build up,Forward runs,51,5,3,3,,,,,,,,
101037,/team/101037/rizespor/240002,24,2,2023-09-22,Rizespor,68,Super Lig,1,48,Turkey,67,69,66,64,3568847,Stadion Neder,436,2,3.0,,13800000.0,24.55,24.28,229637,212045,212045,212045,212045,277626.0,275693.0,275693.0,Balanced,61,41,,,,,,Balanced,Balanced,51,3,3,3,,,,,,,,
101104,/team/101104/santa-fe/240002,24,2,2023-09-22,Santa Fe,336,Liga BetPlay,1,56,Colombia,67,73,67,68,470494,Stadio Classico,101105,5,7.0,,25500000.0,28.36,27.11,168565,226419,168565,226419,226419,168565.0,226419.0,226419.0,Balanced,41,51,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
110075,/team/110075/ssc-farul/240002,24,2,2023-09-22,SSC Farul,330,Liga 1,1,39,Romania,67,65,69,65,524523,_Oktigann Park,113182,4,9.0,,6200000.0,24.91,24.96,247963,243019,248111,264633,243019,247963.0,264633.0,270867.0,Pressure on heavy touch,51,61,,,,,,Balanced,Balanced,71,5,3,3,,,,,,,,
110242,/team/110242/racing-ferrol/240002,24,2,2023-09-22,Racing de Ferrol,54,La Liga 2,2,45,Spain,67,68,68,65,3510275,Town Park,450,1,1.0,,2000000.0,27.36,27.88,172716,172716,172716,172716,172716,227990.0,172716.0,172716.0,Balanced,61,41,,,,,,Fast build up,Forward runs,61,3,3,3,,,,,,,,
110321,/team/110321/pau/240002,24,2,2023-09-22,Pau FC,17,Ligue 2,2,18,France,67,67,66,66,464864,_Longville Stadium,1809,1,3.0,,17000000.0,29.36,24.97,198517,183256,244736,183256,183256,244736.0,244736.0,244736.0,Balanced,61,51,,,,,,Fast build up,Forward runs,61,5,3,3,,,,,,,,
110500,/team/110500/eintracht-braunschweig/240002,24,2,2023-09-22,Eintracht Braunschweig,20,2. Bundesliga,2,21,Germany,67,67,68,67,460205,Euro Arena,485,1,2.0,,9400000.0,27.73,25.33,238619,229175,229175,229175,229175,198554.0,229175.0,229175.0,Balanced,51,37,,,,,,Long ball,Direct passing,71,3,3,3,,,,,,,,
110740,/team/110740/reggiana/240002,24,2,2023-09-22,Reggiana,32,Serie B,2,27,Italy,67,66,67,64,128120,Forest Park Stadium (Square Ground),50,1,2.0,,5800000.0,27.0,25.55,173146,173146,173146,173146,173146,173146.0,173146.0,173146.0,Balanced,41,37,,,,,,Slow build up,Possession,51,3,3,3,,,,,,,,
110765,/team/110765/incheon-united/240002,24,2,2023-09-22,Incheon United,83,K League 1,1,167,Korea Republic,67,68,70,66,465969,Estadio de las Artes (Generic Stadium NG),982,2,4.0,,11400000.0,30.36,27.54,207753,187858,187858,187858,208636,223994.0,208636.0,187858.0,Balanced,71,41,,,,,,Balanced,Balanced,61,3,3,3,,,,,,,,
110816,/team/110816/cfr-cluj/240002,24,2,2023-09-22,CFR Cluj,330,Liga 1,1,39,Romania,67,66,68,66,896647,,110751,4,10.0,,7200000.0,27.64,26.73,191058,191058,191058,250952,191058,266728.0,191058.0,191058.0,Balanced,41,51,,,,,,Balanced,Balanced,51,5,3,3,,,,,,,,
110968,/team/110968/bolivar/240002,24,2,2023-09-22,Bolívar,2017,Liga De Futbol Prof,1,53,Bolivia,67,68,66,66,527267,Estadio Nacional (El Medio),110969,5,10.0,,16400000.0,28.82,26.46,216751,241131,241131,241131,241131,214835.0,216751.0,216751.0,Balanced,61,51,,,,,,Fast build up,Forward runs,51,5,3,3,,,,,,,,
110969,/team/110969/the-strongest/240002,24,2,2023-09-22,The Strongest,2017,Liga De Futbol Prof,1,53,Bolivia,67,69,66,65,471459,El Monumento (Estadio Latino),110968,4,9.0,,14600000.0,28.45,26.76,236241,259961,259961,259961,259961,217201.0,200120.0,200120.0,Balanced,51,41,,,,,,Fast build up,Forward runs,51,4,3,3,,,,,,,,
110978,/team/110978/cobresal/240002,24,2,2023-09-22,Cobresal,335,Primera Division,1,55,Chile,67,71,67,65,5666333,Arena d'Oro,110980,2,4.0,,15000000.0,29.82,27.36,229201,214429,214429,214429,214429,220409.0,214429.0,214429.0,Balanced,51,41,,,,,,Fast build up,Forward runs,61,3,3,3,,,,,,,,
110982,/team/110982/deportivo-cuenca/240002,24,2,2023-09-22,Deportivo Cuenca,2018,Liga Pro,1,57,Ecuador,67,67,67,66,7690603,Arena d'Oro,110986,1,4.0,,11500000.0,29.45,27.26,219678,219678,219678,219678,219678,219678.0,219678.0,219678.0,Balanced,41,41,,,,,,Balanced,Balanced,51,3,3,3,,,,,,,,
110987,/team/110987/aucas/240002,24,2,2023-09-22,Aucas,2018,Liga Pro,1,57,Ecuador,67,68,66,66,466572,Arena del Centenario (Estadio del Pueblo),110986,2,6.0,,19000000.0,29.55,27.44,253354,217097,225679,217097,217097,246404.0,217097.0,217097.0,Balanced,51,51,,,,,,Fast build up,Forward runs,61,4,3,3,,,,,,,,
